cgpa_gap,skill_match_count,current_year,tenth_pct,twelfth_pct,is_eligible
0.25,7,2,85.5,85.6,1
0.06,4,4,66.3,84.9,1
1.26,3,1,98.2,91.0,1
1.36,5,1,70.4,71.3,1
0.26,5,2,77.9,72.7,1
-1.31,4,3,66.4,94.8,0
0.89,0,1,65.0,83.0,1
0.84,4,1,69.3,51.6,1
0.65,2,1,68.3,81.0,1
1.19,6,2,73.9,69.6,1
-0.53,4,1,68.2,85.9,1
2.01,0,4,85.0,80.5,1
-0.37,7,4,70.2,56.9,1
1.0,2,2,69.1,79.0,1
-0.95,2,1,74.1,78.3,0
-0.34,7,1,87.9,80.0,1
1.61,6,2,80.1,82.3,1
0.19,6,2,77.0,92.5,1
1.07,5,3,63.7,80.6,1
0.59,7,2,66.6,76.3,1
0.32,0,2,65.2,88.6,0
1.49,4,2,91.1,100.0,1
0.21,2,3,83.3,86.1,1
-1.02,3,3,69.4,78.3,0
-0.24,1,1,72.4,80.8,1
0.84,1,2,69.7,78.8,1
0.72,3,3,69.1,76.2,1
-0.85,7,3,82.6,99.8,1
-0.18,5,3,75.1,67.8,1
-0.07,2,3,98.8,88.7,1
0.11,3,3,90.5,74.6,1
-0.7,4,2,91.1,59.7,0
-0.1,1,3,84.7,73.9,1
-0.18,4,2,73.8,70.0,1
1.02,5,2,84.0,82.4,1
1.05,1,1,74.5,77.0,1
0.28,4,2,94.3,64.8,1
0.09,5,1,82.0,92.2,1
0.51,4,1,80.6,88.0,1
-0.25,2,2,79.3,93.4,1
-0.52,4,3,95.4,78.6,1
-0.35,6,4,63.7,75.6,1
-0.11,1,1,96.4,83.7,1
-0.53,4,4,76.1,69.6,1
0.53,5,2,63.9,77.4,1
0.98,2,3,70.5,74.1,1
-0.87,3,3,61.5,59.9,0
0.42,7,4,84.5,77.4,1
0.22,2,1,67.6,71.1,1
0.67,4,4,79.7,73.3,1
0.39,1,1,89.3,80.0,1
-0.76,7,4,71.3,90.0,1
-0.61,4,3,75.3,66.7,0
0.42,6,2,65.0,72.3,1
1.22,4,2,74.1,67.6,1
-1.37,2,1,100.0,66.9,0
0.68,2,4,85.8,69.5,1
1.35,5,3,75.4,73.8,1
0.28,6,4,71.9,82.4,1
0.84,1,3,77.6,79.5,1
-0.16,6,4,79.3,64.4,1
0.3,6,4,73.8,90.2,1
-0.9,0,2,83.3,86.4,0
-1.48,0,3,68.5,66.1,0
1.15,5,2,68.4,89.5,1
-0.39,6,4,81.7,79.6,1
0.04,3,3,66.3,74.3,1
-0.71,5,2,85.3,79.9,1
-0.73,7,3,77.9,75.7,1
0.26,2,2,59.7,82.0,0
-0.18,1,3,79.1,78.1,0
0.7,7,2,61.1,72.3,1
0.76,2,2,84.9,53.7,1
0.66,3,4,75.5,81.8,1
0.59,3,1,96.5,71.9,1
1.66,4,4,88.7,84.6,1
-0.45,2,1,67.4,81.3,1
0.36,5,1,57.8,72.2,1
1.31,5,1,70.4,87.3,1
1.41,1,1,65.8,78.3,1
-0.74,3,1,96.3,77.8,1
0.15,0,4,77.9,74.5,0
1.49,1,4,87.3,94.5,1
0.81,7,3,75.1,68.2,1
0.56,4,1,76.2,72.5,1
0.23,4,4,77.7,62.4,1
0.09,7,3,89.1,84.0,1
0.63,5,3,81.1,69.6,1
0.2,6,4,67.4,70.8,1
0.37,5,2,94.2,70.3,1
0.46,3,2,75.1,76.7,1
-0.14,5,4,73.4,62.2,1
0.83,2,3,49.7,51.3,1
2.73,7,3,84.3,81.0,1
-1.02,1,3,79.0,52.8,0
0.66,7,4,79.0,85.4,1
-0.21,7,2,74.0,93.1,1
0.86,1,1,72.2,74.2,1
0.44,5,2,74.3,90.3,1
1.01,7,3,82.6,75.7,1
1.34,4,4,84.4,93.6,1
0.55,2,2,75.7,71.0,1
1.31,7,3,87.5,50.0,1
-1.48,4,4,77.2,75.1,0
1.67,0,4,73.0,94.8,1
0.7,1,4,80.0,81.9,1
1.26,5,4,64.4,70.3,1
-0.58,3,3,80.3,79.6,0
-0.26,1,2,62.6,86.7,0
0.52,6,2,67.7,75.1,1
0.39,0,3,57.8,100.0,1
0.63,1,1,76.2,70.3,1
1.27,3,3,94.1,87.0,1
-1.01,0,3,76.8,84.4,0
1.18,3,3,84.4,68.3,1
0.41,7,2,100.0,71.3,1
0.24,7,3,82.0,87.2,1
-0.78,6,1,70.3,77.6,1
0.8,2,3,71.7,79.7,1
-1.53,0,4,78.0,58.0,0
0.92,6,4,71.7,83.2,1
-0.79,2,4,72.4,79.2,1
0.44,5,2,87.9,75.3,1
0.3,0,1,88.3,80.0,1
1.34,5,3,61.5,71.5,1
0.26,4,1,69.8,69.5,1
-0.16,7,2,73.4,73.3,1
-0.01,0,3,84.0,70.9,1
1.42,3,3,89.4,100.0,1
0.83,7,3,100.0,86.0,1
0.09,3,4,73.3,65.3,0
0.21,5,1,73.8,98.4,1
-0.85,1,4,83.9,71.2,0
0.71,5,3,71.2,76.3,1
-1.01,2,2,76.6,85.9,1
1.0,4,2,73.8,54.3,1
0.5,7,3,51.8,73.4,1
2.31,5,3,79.2,69.7,1
-0.48,3,2,76.2,78.3,1
0.32,1,1,90.7,80.1,1
1.84,2,1,78.1,75.2,1
1.35,6,2,65.5,74.6,1
-0.16,1,2,75.4,87.7,1
0.58,5,3,57.1,79.3,1
0.4,3,4,65.9,76.5,1
0.63,2,1,84.4,77.6,1
-0.16,5,2,75.5,96.2,1
0.33,2,1,87.2,77.9,1
-0.88,2,4,58.3,70.3,0
0.51,4,3,75.6,55.0,1
0.76,6,1,73.2,60.2,1
0.22,6,2,87.6,70.9,1
-0.89,5,3,84.7,74.8,1
1.19,5,4,84.4,69.9,1
0.69,6,3,93.4,79.9,1
-0.18,2,2,74.3,69.7,0
0.18,2,3,91.4,65.9,1
-0.8,3,3,67.6,82.7,0
-0.42,5,3,67.2,91.1,1
-0.03,5,1,85.5,63.8,1
1.38,1,3,63.0,78.7,1
-0.11,6,1,83.7,55.0,1
0.91,2,4,79.0,59.8,1
-0.03,7,4,88.7,69.5,1
0.6,5,3,77.4,88.5,1
0.29,7,3,78.6,67.4,1
1.1,5,1,83.1,67.0,1
-0.03,4,4,71.4,76.4,1
-0.86,1,2,70.9,76.4,0
-0.71,3,2,82.7,67.4,0
-0.03,6,3,77.7,97.8,1
-0.6,3,4,73.9,73.1,0
0.73,0,2,77.2,77.2,1
0.03,1,3,93.9,71.6,0
2.3,4,3,73.6,80.8,1
-0.99,5,2,73.3,89.6,1
0.56,7,3,60.9,94.3,1
-0.5,7,4,77.6,67.6,1
0.01,4,2,84.6,88.1,1
0.51,4,4,86.4,82.0,1
-1.46,6,4,79.1,86.7,1
0.59,0,4,87.6,75.0,1
1.92,4,3,85.3,73.9,1
0.04,3,4,89.1,86.3,1
0.61,6,3,87.8,86.5,1
1.22,6,4,93.7,93.2,1
0.27,5,3,76.3,78.2,1
-0.06,5,4,64.7,74.8,1
-1.42,5,4,84.6,48.9,0
0.91,4,4,85.8,58.3,1
0.31,1,3,93.7,71.7,0
-0.41,2,3,90.8,63.9,0
0.5,5,4,97.5,85.0,1
-0.07,4,2,84.2,61.6,1
-0.02,1,1,80.3,70.5,1
0.89,7,4,64.2,70.9,1
-0.67,7,3,81.1,89.3,1
1.24,5,2,72.5,69.3,1
-0.72,1,3,80.1,81.0,0
-0.13,7,1,78.5,78.2,1
1.94,1,2,82.7,85.9,1
1.3,3,2,77.0,85.4,1
0.48,6,2,87.4,75.6,1
-0.35,4,4,50.8,57.3,0
-0.02,1,3,79.9,73.5,0
0.46,0,1,90.0,75.8,1
0.43,2,2,96.7,79.1,1
0.33,5,1,85.3,67.9,1
0.38,5,4,94.8,88.5,1
0.23,1,2,79.7,76.1,1
-0.75,1,2,78.0,65.9,0
-0.01,5,2,83.3,71.0,1
1.13,1,1,78.0,97.2,1
-0.69,0,4,70.2,83.3,0
0.25,3,3,72.8,87.5,1
-0.26,4,2,66.9,64.5,0
0.49,1,2,83.3,68.4,1
0.09,1,3,78.1,68.5,1
1.58,1,1,74.4,78.0,1
0.81,2,4,72.3,74.1,1
-0.65,0,3,83.1,70.6,0
0.94,0,1,85.8,72.0,1
-0.22,2,3,66.7,67.3,0
-0.06,0,4,65.1,74.0,0
0.65,2,1,87.5,88.2,1
0.01,4,3,64.2,59.4,1
1.11,0,3,83.5,79.8,1
-0.22,4,4,94.2,91.2,1
-0.1,4,3,94.2,74.0,1
-0.13,4,3,85.4,70.2,1
-0.05,5,4,85.1,86.2,1
1.28,6,4,100.0,65.2,1
0.9,0,2,54.7,75.8,0
1.77,1,3,73.4,64.6,1
2.21,2,1,86.5,55.4,1
-0.42,5,4,74.6,74.3,1
0.46,6,4,90.4,62.1,1
-0.54,7,2,77.6,75.9,1
-0.22,4,3,79.3,88.3,1
-0.1,3,4,75.3,96.4,1
-0.45,3,1,72.8,77.0,1
-0.44,0,3,72.5,87.2,0
0.28,3,4,80.7,80.4,1
-0.57,4,4,70.3,71.8,1
1.07,1,1,87.5,54.8,1
-0.33,6,4,84.5,93.9,1
2.65,6,4,89.0,64.5,1
0.04,2,1,66.7,91.2,1
0.46,7,3,61.0,81.9,1
-0.64,0,3,78.0,65.3,0
1.76,7,4,100.0,79.4,1
1.3,6,1,90.7,99.5,1
0.64,1,4,72.5,92.9,1
-0.68,5,3,82.2,70.4,1
0.57,2,2,85.3,68.2,1
-0.5,6,2,64.3,77.1,1
1.57,1,4,91.7,74.2,1
1.05,1,4,76.3,89.2,1
0.48,2,2,77.1,84.1,1
-1.55,1,4,78.2,57.4,0
-0.39,2,3,89.4,81.0,0
0.95,4,1,70.4,74.0,1
1.37,5,3,60.9,76.4,1
1.29,4,4,81.2,78.7,1
-0.87,1,1,57.6,89.2,0
0.64,1,1,75.0,86.8,1
1.21,7,1,89.9,67.8,1
-0.93,2,3,83.8,75.4,0
0.39,0,1,88.4,71.1,0
0.62,3,4,84.2,57.5,1
0.16,0,1,100.0,74.8,0
-1.08,2,1,72.1,96.3,0
0.14,6,2,82.0,57.2,1
0.14,2,4,73.6,75.7,1
0.28,5,4,87.6,75.4,1
-0.05,3,2,77.4,79.2,1
0.05,2,3,95.2,65.4,1
0.37,5,4,72.7,60.3,1
0.75,4,4,92.1,60.8,1
0.16,2,1,83.9,90.6,1
0.07,1,4,77.7,65.2,0
0.47,7,4,83.4,70.5,1
-1.14,1,3,80.6,99.2,0
0.78,7,3,81.6,67.9,1
0.4,3,2,75.9,79.8,1
0.43,7,4,71.0,87.7,1
1.17,2,4,74.6,87.2,1
-1.16,4,3,61.2,61.4,0
-1.18,4,3,86.4,68.2,1
0.62,2,2,65.6,79.3,1
0.39,1,3,75.8,97.2,1
0.54,4,1,84.5,67.6,1
0.03,5,4,86.4,70.6,1
0.93,2,3,60.3,80.6,1
1.15,6,3,77.1,82.8,1
0.79,5,1,82.6,83.5,1
0.19,1,3,78.5,66.7,1
-1.29,7,1,91.4,70.1,0
1.02,0,4,69.8,78.4,1
1.38,5,3,57.5,89.9,1
0.92,3,2,86.1,73.4,1
-0.3,5,4,72.6,75.8,1
0.94,6,4,60.4,64.7,1
1.09,5,1,76.4,96.5,1
1.65,5,1,90.3,77.7,1
-0.3,6,2,65.4,87.9,1
0.22,5,1,100.0,76.3,1
1.0,6,3,69.6,76.9,1
0.45,3,3,78.9,59.5,1
-0.49,1,3,65.8,52.3,0
0.73,1,1,78.4,89.8,1
0.86,4,4,76.7,76.9,1
0.47,4,4,63.1,78.3,1
0.58,0,3,100.0,62.3,1
0.19,1,1,73.0,66.1,0
1.58,7,2,73.1,87.7,1
-0.32,5,3,87.7,95.1,1
-0.07,6,3,96.1,69.2,1
0.41,1,1,89.3,83.4,1
1.1,0,4,66.0,78.1,1
-0.8,2,4,80.1,74.7,0
-0.65,6,3,59.2,96.4,1
-1.23,4,2,87.0,71.0,0
0.43,6,3,61.6,89.6,1
-0.49,3,1,70.0,80.2,0
0.09,3,3,78.0,75.8,1
0.93,4,1,82.5,91.1,1
-0.11,7,1,75.4,79.2,1
0.59,3,3,93.2,74.9,1
0.16,4,3,85.2,91.2,1
0.94,7,4,84.4,89.7,1
0.78,2,3,65.7,89.2,1
-0.15,6,4,95.0,40.0,1
0.27,4,4,70.0,80.8,1
1.23,7,2,95.4,78.3,1
0.71,3,4,98.2,75.6,1
-0.72,5,2,83.1,82.7,1
0.92,2,3,88.3,78.9,1
-0.47,5,1,47.2,83.5,1
1.53,2,1,76.0,73.1,1
1.22,4,3,89.0,92.5,1
0.63,6,2,87.2,84.6,1
0.53,3,3,65.8,82.0,1
0.23,3,1,75.1,81.4,0
0.94,2,2,52.6,88.7,1
0.1,5,3,82.1,87.2,1
0.59,4,3,59.2,74.8,1
1.1,4,4,89.3,86.9,1
-0.05,0,4,89.8,77.9,0
-0.09,0,4,73.3,97.1,0
-0.56,0,1,83.2,88.1,0
-0.45,6,3,75.8,69.1,1
-1.06,6,1,80.4,100.0,0
0.98,0,2,66.5,52.9,1
1.85,0,1,84.2,83.0,1
1.54,6,2,61.6,68.3,1
-0.9,4,1,59.7,96.7,0
0.98,2,3,76.8,78.8,1
1.54,4,1,75.9,67.3,1
0.03,1,3,80.7,73.1,0
0.48,1,3,71.5,68.1,1
-1.21,2,1,96.9,72.6,1
0.61,7,1,79.6,72.4,1
-0.45,6,4,80.3,67.7,0
0.56,1,3,80.0,79.0,1
-0.85,4,2,88.0,80.3,1
0.83,7,4,83.8,65.0,1
1.22,7,1,82.4,57.8,1
-0.23,6,4,85.4,79.4,1
-0.51,1,1,59.8,81.9,0
-1.32,1,3,60.1,84.0,0
0.19,1,1,77.2,82.1,0
-0.07,1,1,76.0,93.3,0
-0.84,1,2,83.8,87.0,0
0.76,2,1,78.2,100.0,1
0.04,4,2,83.8,100.0,1
-0.46,3,1,65.5,56.7,0
-0.04,3,1,77.9,51.8,1
1.26,1,4,64.6,75.9,1
0.88,1,4,81.9,81.5,1
0.3,7,4,59.2,75.2,1
0.9,4,1,81.5,83.7,1
-0.53,1,2,63.3,73.0,0
0.43,6,2,74.2,68.4,1
0.52,6,2,86.9,70.0,1
0.02,7,2,80.3,73.8,1
0.75,1,3,61.5,85.3,1
-0.22,5,2,71.3,70.6,1
0.81,7,2,63.0,72.8,1
0.84,6,4,61.1,82.3,1
-1.93,1,4,79.2,73.8,0
1.35,7,2,83.6,88.3,1
-2.04,3,1,82.4,65.9,0
-0.09,3,3,84.0,63.5,1
1.22,4,2,77.9,79.4,1
0.15,6,4,75.3,80.4,1
-0.77,0,2,67.3,66.5,0
-0.47,4,1,73.6,90.8,1
1.22,6,1,64.8,97.2,1
-1.14,4,1,69.5,69.1,0
1.3,2,2,78.9,92.4,1
0.36,0,2,76.8,49.8,0
-0.55,4,4,100.0,87.8,1
-0.07,5,4,64.5,66.6,1
-0.41,4,1,76.7,86.7,1
1.09,7,4,63.8,65.4,1
0.99,4,3,74.1,75.2,1
-0.98,4,2,74.5,67.1,0
0.08,0,2,86.4,73.6,0
-0.29,4,2,73.5,96.1,1
1.43,1,1,76.1,74.8,1
-0.68,5,4,73.7,99.2,1
1.68,1,1,64.0,71.8,1
0.37,7,1,71.5,92.4,1
-0.53,2,2,74.2,58.1,0
-0.14,3,1,78.7,72.8,0
-0.24,1,1,83.6,70.1,0
-0.62,1,2,75.7,92.9,0
0.48,7,2,75.5,78.0,1
-0.58,2,1,60.8,53.0,0
-1.34,4,4,83.4,61.6,0
0.1,7,4,71.0,64.9,1
-1.04,4,3,85.5,86.3,1
-0.2,0,3,91.2,84.9,0
-0.33,2,4,76.1,72.7,1
-0.3,3,2,67.8,70.0,0
2.0,2,2,77.8,83.9,1
0.45,1,1,81.5,63.6,1
0.6,4,3,74.8,81.0,1
-1.02,3,1,72.4,80.1,0
-0.12,2,3,83.6,73.0,0
0.57,3,4,83.0,80.4,1
-0.42,2,1,74.5,77.1,1
1.13,1,3,61.5,81.5,1
-0.56,3,2,82.6,61.3,0
0.17,7,2,70.3,82.8,1
-0.07,4,3,80.1,87.3,1
0.53,4,1,79.5,79.5,1
-0.11,7,4,59.1,82.6,1
0.18,4,2,78.8,74.8,1
0.21,1,2,83.1,85.8,1
-0.19,3,4,84.4,76.7,1
0.79,3,1,79.2,63.4,1
0.59,3,2,58.2,85.0,1
0.33,1,4,90.8,58.0,1
0.06,0,2,82.1,79.1,0
1.04,2,1,66.0,71.8,1
0.21,7,2,70.1,71.1,1
0.15,5,4,80.3,77.9,1
0.48,6,4,84.8,68.2,1
1.76,1,4,73.1,81.6,1
-0.67,3,2,86.3,76.6,0
1.02,4,4,60.1,69.2,1
-1.11,3,2,67.6,90.7,0
0.57,3,4,57.4,78.3,1
1.66,2,4,69.0,82.9,1
0.79,0,1,93.1,91.6,1
0.54,6,4,98.6,91.4,1
-0.05,7,3,80.3,82.4,1
0.42,0,3,71.6,72.7,0
0.2,3,4,75.8,60.3,1
-0.23,4,1,82.7,78.3,0
0.17,6,3,62.4,88.0,1
0.56,7,1,72.3,79.9,1
-0.21,3,2,92.3,40.0,1
-0.25,5,1,67.5,85.6,1
-0.69,7,1,70.5,86.2,1
0.71,6,4,78.1,72.7,1
0.84,2,2,80.8,86.9,1
0.59,6,2,71.7,82.9,1
1.17,3,2,78.8,68.5,1
0.47,0,3,84.1,90.0,1
0.71,6,3,97.6,62.1,1
0.64,6,3,76.7,75.4,1
0.33,2,4,77.6,74.3,1
-0.02,3,2,93.3,66.9,1
2.17,2,4,72.5,79.3,1
0.04,0,4,64.8,90.4,0
-0.13,7,3,80.5,89.7,1
0.75,0,1,88.8,84.0,1
0.6,4,2,81.6,57.3,1
-0.72,0,3,77.0,61.3,0
1.3,5,2,63.5,77.8,1
0.32,7,2,77.4,75.6,1
-0.49,5,2,90.3,70.5,0
1.35,4,1,65.7,97.0,1
0.9,6,1,75.6,77.2,1
-0.61,7,4,74.1,82.0,1
1.82,6,1,71.0,86.9,1
0.93,1,4,80.5,76.6,1
0.39,4,2,82.4,100.0,1
1.67,6,4,82.3,65.7,1
0.53,2,2,68.2,69.3,1
0.38,5,4,61.5,65.6,1
-0.13,0,3,80.6,93.2,1
0.87,7,4,72.9,84.8,1
0.78,4,1,96.4,70.0,1
0.41,5,4,96.8,66.5,1
-0.23,6,2,97.9,91.2,1
0.5,1,2,68.6,80.0,1
0.34,3,1,83.7,91.5,1
-0.67,6,4,86.7,75.3,1
-0.78,1,3,85.6,81.6,0
0.85,6,4,74.5,79.3,1
-1.68,2,3,90.8,69.1,0
0.56,4,1,78.0,74.4,1
0.02,4,2,79.3,63.0,1
1.45,5,2,62.6,81.4,1
0.01,6,1,84.4,84.4,1
0.93,2,4,75.4,86.9,1
0.08,1,4,82.6,83.3,0
0.49,3,3,80.4,74.6,1
0.99,4,3,79.8,93.1,1
0.03,6,3,77.5,85.8,1
1.2,6,3,85.9,91.3,1
-0.39,2,1,76.0,92.0,0
0.64,7,3,63.4,74.6,1
1.14,0,4,83.7,80.3,1
0.93,0,4,69.9,84.5,1
1.93,0,3,64.8,63.4,1
-0.21,7,4,67.8,63.6,1
-0.7,1,3,80.8,61.7,0
-0.4,4,2,77.0,74.8,0
0.93,6,2,56.7,72.3,1
0.8,6,3,74.2,60.2,1
0.48,7,4,89.7,77.6,1
-0.5,0,1,73.5,74.9,0
1.01,3,2,76.3,89.0,1
-0.58,4,3,88.4,98.1,1
1.33,5,4,86.0,81.0,1
2.69,4,2,88.2,68.3,1
0.69,4,3,50.3,83.1,1
0.87,2,1,95.3,76.1,1
0.01,0,2,84.4,73.4,1
-1.05,3,4,100.0,66.5,1
-0.08,2,3,70.2,70.9,1
-0.47,4,4,60.4,74.0,1
-0.76,6,1,78.1,84.8,1
1.78,4,2,75.2,81.6,1
0.62,4,4,84.5,96.1,1
0.7,0,4,88.7,83.4,1
0.15,5,4,77.1,80.7,1
0.26,3,2,75.6,72.6,1
1.17,0,4,83.2,64.6,1
0.37,1,2,75.4,69.7,0
0.82,6,4,74.6,68.3,1
0.24,7,4,88.4,47.8,1
0.13,4,2,90.6,64.9,1
-0.73,7,2,88.8,93.6,1
-1.18,1,4,76.3,80.1,0
0.19,2,2,56.6,71.9,1
0.45,7,2,76.5,80.4,1
-0.63,1,3,70.4,54.5,0
0.37,5,4,76.7,79.1,1
0.44,1,1,71.3,90.1,1
-1.32,2,4,77.8,74.7,0
-0.33,3,2,67.6,56.5,1
0.73,2,1,65.2,71.4,0
0.71,6,2,90.2,90.1,1
-0.52,7,2,68.3,78.8,1
0.53,4,3,78.0,60.4,1
1.22,4,3,87.5,100.0,1
1.02,0,1,87.1,62.2,1
0.32,1,2,85.9,73.3,0
0.03,0,1,81.0,64.6,0
-0.1,6,2,85.2,64.6,1
0.77,1,3,91.7,71.0,1
0.56,2,4,82.3,83.0,1
0.9,6,1,59.6,90.2,1
0.51,5,3,72.7,71.8,1
1.06,4,2,85.0,64.9,1
0.48,0,2,71.7,81.3,0
1.03,4,3,94.2,81.6,1
1.1,4,1,77.4,78.6,1
-0.24,2,4,78.9,79.0,1
-1.05,5,2,89.2,74.8,0
1.63,7,1,76.2,77.1,1
0.61,2,4,79.8,74.0,1
-0.97,2,4,87.0,87.8,1
-0.17,2,3,63.3,100.0,1
1.02,6,3,75.1,78.0,1
0.18,0,1,86.3,75.9,0
-0.01,7,2,78.7,78.8,1
1.52,6,2,92.7,68.8,1
-0.44,3,4,62.2,84.4,1
-0.24,4,2,61.1,80.9,0
0.57,7,3,85.7,71.4,1
0.71,6,2,86.7,85.9,1
0.8,2,3,76.1,76.2,1
1.13,0,1,82.0,65.3,1
0.56,5,3,85.5,79.9,1
0.79,1,1,69.9,78.6,1
0.19,0,3,70.9,86.6,0
0.45,7,1,79.9,85.1,1
0.49,3,4,87.0,74.8,1
0.57,5,4,66.3,70.8,1
1.02,1,3,76.0,76.0,1
0.84,0,4,75.6,80.0,1
0.44,0,4,82.2,81.3,1
-0.25,2,1,77.9,79.3,1
0.45,0,3,72.5,75.0,1
0.38,3,2,90.5,87.0,0
0.55,2,4,72.6,68.6,1
2.17,4,4,75.1,100.0,1
-0.02,4,4,62.1,84.4,1
0.74,2,2,70.9,63.6,1
1.25,3,1,83.2,78.0,1
0.48,0,1,81.2,84.5,1
2.27,2,1,84.0,72.2,1
0.1,7,4,83.5,59.6,1
0.66,7,3,98.9,64.6,1
-0.24,3,2,70.5,82.0,1
0.12,7,2,61.8,56.7,1
0.6,4,1,67.5,60.1,1
1.08,1,3,71.0,81.9,1
0.66,6,2,68.3,73.6,1
1.41,3,4,78.9,68.3,1
0.32,4,1,90.5,70.6,1
0.13,5,4,93.4,59.8,1
2.56,2,1,83.0,81.3,1
0.72,5,2,99.4,67.1,1
-0.18,4,2,74.4,70.1,1
-0.16,2,3,61.7,79.8,1
-0.35,2,3,88.5,73.2,1
1.15,5,1,59.6,68.2,1
0.11,1,2,70.4,54.1,0
0.5,0,3,83.2,80.0,1
0.35,7,2,77.0,76.9,1
0.99,2,1,76.1,70.3,1
-0.28,5,1,66.2,64.6,1
-0.46,5,3,77.9,76.1,1
0.58,6,2,88.0,81.3,1
0.88,5,3,78.2,77.1,1
0.67,5,1,69.7,94.0,1
-0.25,6,3,65.5,83.8,1
0.94,7,1,69.9,74.8,1
-0.2,0,3,81.9,84.1,0
-0.02,5,4,81.4,76.5,1
-0.36,1,2,70.0,76.5,0
1.44,7,1,55.9,90.3,1
0.91,0,1,82.2,66.1,1
0.88,1,2,69.0,76.3,1
1.4,1,1,84.9,89.1,1
2.65,4,4,70.4,79.4,1
-0.97,0,4,68.1,71.9,0
-0.19,0,4,79.5,57.2,0
-0.09,4,4,100.0,51.0,1
-0.28,7,3,85.5,98.8,1
-0.46,4,2,79.4,79.4,1
0.16,3,2,81.6,69.6,1
-0.57,5,2,60.5,79.8,1
0.67,4,4,66.8,65.6,1
0.44,3,2,52.9,72.4,1
0.78,4,2,95.3,65.6,1
0.81,0,3,93.3,60.5,1
0.88,1,2,81.9,52.8,1
0.1,5,2,79.4,58.4,1
2.1,2,1,62.5,87.2,1
0.59,0,1,75.8,65.1,1
-1.09,0,1,95.9,81.9,0
-0.4,6,2,79.3,86.5,1
-0.99,2,4,72.4,76.2,1
0.41,0,2,60.4,72.7,0
0.3,5,3,91.8,77.5,1
0.03,4,2,77.3,71.4,1
2.01,3,2,60.4,89.2,1
0.84,7,1,68.8,96.6,1
0.98,2,3,65.2,91.9,1
-0.34,4,3,76.7,52.3,1
-0.4,5,2,80.1,71.2,1
0.43,4,3,73.0,76.0,1
0.54,1,2,85.8,81.1,1
-1.09,5,2,78.8,57.0,0
0.26,5,3,88.6,56.8,1
0.41,0,3,74.4,90.4,1
0.23,1,1,100.0,69.8,0
-0.25,5,2,72.4,59.6,1
-0.03,0,2,69.0,63.9,1
0.26,7,4,67.7,80.3,1
0.47,0,2,75.9,67.0,1
0.88,7,4,60.8,78.7,1
1.26,5,3,80.9,65.2,1
0.16,3,1,58.9,56.8,0
0.04,2,2,79.6,91.7,1
0.75,2,4,64.5,80.4,1
0.89,5,2,74.2,72.3,1
0.05,6,3,84.0,70.3,1
1.03,1,4,100.0,92.1,1
1.18,4,3,67.2,82.5,1
1.43,7,1,76.5,88.6,1
1.82,2,2,70.8,69.6,1
-0.29,5,2,69.3,76.6,1
0.41,1,2,70.9,80.4,1
0.41,6,4,86.2,69.9,1
0.32,1,1,73.1,74.9,0
-0.12,2,3,100.0,69.6,1
-0.79,3,4,82.2,80.4,1
0.47,2,4,67.9,61.5,1
-0.21,1,3,74.3,82.3,1
0.47,5,4,70.0,79.4,1
-0.24,0,2,86.0,73.8,0
-0.48,7,3,61.6,80.9,1
0.59,0,3,64.6,72.0,1
0.52,2,1,72.1,68.6,1
0.86,7,1,84.8,82.0,1
2.15,1,4,90.3,82.5,1
0.62,0,1,91.8,70.4,1
0.79,5,2,83.3,69.5,1
-0.46,0,3,77.2,74.0,0
-0.63,7,3,85.9,69.9,1
1.67,3,3,66.6,92.8,1
-0.34,6,4,59.6,79.5,1
-0.44,1,4,82.4,76.2,0
0.37,1,4,67.9,65.7,0
0.33,7,3,77.3,84.1,1
-0.32,6,4,79.2,69.3,1
0.16,7,3,80.5,68.8,1
1.38,2,3,87.4,84.5,1
-0.24,3,4,86.3,80.3,1
-0.71,4,4,80.0,48.5,0
1.15,3,1,73.6,74.3,1
0.79,1,4,79.1,77.4,1
-0.1,3,3,72.0,72.3,1
-0.87,4,4,76.0,77.8,1
-0.2,0,3,100.0,56.1,0
0.36,2,4,79.8,44.9,1
1.33,2,2,82.5,65.3,1
-0.43,0,1,70.9,79.1,0
0.33,0,1,88.2,40.5,0
0.94,3,2,85.6,66.7,1
-1.51,0,1,85.7,54.8,0
1.23,2,2,80.1,73.3,1
-0.55,4,1,88.3,97.5,1
0.67,6,1,90.7,73.6,1
0.6,0,3,80.8,74.8,1
1.27,3,4,76.9,85.2,1
0.84,0,1,86.9,76.2,1
-1.5,3,3,69.0,73.6,0
-0.23,3,3,70.8,86.2,1
0.51,6,3,77.5,81.2,1
0.24,3,1,60.6,79.2,1
0.78,7,3,86.3,74.5,1
1.03,1,1,68.4,72.2,1
0.89,0,1,73.3,86.1,0
0.23,0,2,75.9,72.3,0
-1.08,2,4,78.4,89.5,0
0.04,1,1,74.6,64.5,0
0.73,0,4,77.3,91.8,1
-0.47,1,4,77.4,81.2,0
0.91,7,4,73.5,65.3,1
1.13,6,2,70.3,81.6,1
0.5,0,1,88.8,68.8,0
-2.05,7,1,57.0,76.4,0
-0.62,1,4,75.9,70.6,0
1.91,3,1,73.3,74.5,1
-0.04,2,3,82.2,86.4,1
-1.19,3,2,63.5,81.7,0
1.39,6,4,73.0,63.6,1
0.41,5,3,77.0,64.3,1
1.28,4,3,88.7,79.0,1
0.62,5,4,81.3,79.8,1
